item1,item2,count
frozen vegetables,hamburger meat,30
hard cheese,pip fruit,30
shopping bags,beverages,30
salty snack,curd,30
soft cheese,whipped/sour cream,30
waffles,cream cheese,30
bottled water,meat,30
butter,meat,30
rolls/buns,herbs,30
canned vegetables,yogurt,30
margarine,hamburger meat,30
bottled water,pickled vegetables,30
white bread,beef,30
misc. beverages,root vegetables,30
shopping bags,hard cheese,30
Instant food products,whole milk,30
salty snack,coffee,30
soda,canned vegetables,30
newspapers,hygiene articles,30
bottled water,herbs,30
hygiene articles,frozen vegetables,30
hygiene articles,brown bread,30
newspapers,meat,30
pickled vegetables,citrus fruit,30
Instant food products,hamburger meat,30
margarine,sliced cheese,30
potted plants,tropical fruit,30
shopping bags,oil,30
UHT-milk,dessert,30
whipped/sour cream,grapes,30
oil,pastry,30
fruit/vegetable juice,meat,30
spread cheese,other vegetables,30
napkins,sliced cheese,30
canned beer,margarine,30
canned beer,tropical fruit,30
chocolate,canned beer,30
processed cheese,ham,30
waffles,beef,30
rolls/buns,frozen dessert,29
candy,waffles,29
bottled water,hamburger meat,29
salty snack,frozen vegetables,29
coffee,hamburger meat,29
misc. beverages,domestic eggs,29
soft cheese,pip fruit,29
shopping bags,cake bar,29
dog food,whole milk,29
frozen meals,frankfurter,29
dish cleaner,whole milk,29
salty snack,butter,29
candy,margarine,29
soups,whole milk,29
curd,berries,29
frozen vegetables,cream cheese,29
pastry,onions,29
sugar,beef,29
long life bakery product,dessert,29
salty snack,margarine,29
pastry,processed cheese,29
herbs,citrus fruit,29
fruit/vegetable juice,processed cheese,29
soda,canned fish,29
cat food,margarine,29
canned beer,pork,29
cream cheese,pork,29
ice cream,root vegetables,29
jam,whole milk,29
bottled water,ham,29
newspapers,salty snack,29
newspapers,ice cream,29
shopping bags,canned fish,29
specialty bar,chocolate,29
oil,pip fruit,29
cat food,whipped/sour cream,28
brown bread,sliced cheese,28
fruit/vegetable juice,beverages,28
herbs,beef,28
flour,beef,28
waffles,dessert,28
chocolate,curd,28
sliced cheese,curd,28
frozen meals,whipped/sour cream,28
sugar,white bread,28
butter milk,dessert,28
herbs,tropical fruit,28
potted plants,rolls/buns,28
specialty cheese,yogurt,28
canned beer,frankfurter,28
white bread,hamburger meat,28
beverages,pip fruit,28
citrus fruit,ham,28
candy,butter,28
pastry,hard cheese,28
bottled water,baking powder,28
cream cheese,UHT-milk,28
semi-finished bread,sausage,28
long life bakery product,cream cheese,28
napkins,berries,28
hygiene articles,bottled beer,28
onions,chicken,28
soda,flour,28
brown bread,frozen meals,28
baking powder,butter,28
shopping bags,soft cheese,28
specialty bar,waffles,28
sliced cheese,pork,28
bottled water,flour,27
specialty bar,bottled water,27
candy,coffee,27
newspapers,cat food,27
chewing gum,bottled water,27
detergent,frozen vegetables,27
pasta,hamburger meat,27
pickled vegetables,frankfurter,27
dishes,root vegetables,27
long life bakery product,frankfurter,27
sugar,cream cheese,27
fruit/vegetable juice,soft cheese,27
dessert,butter,27
soft cheese,butter,27
frozen meals,butter,27
beverages,sausage,27
pastry,frozen meals,27
hard cheese,ham,27
chocolate,ham,27
mayonnaise,yogurt,27
rolls/buns,mayonnaise,27
Instant food products,other vegetables,27
newspapers,hamburger meat,27
canned vegetables,tropical fruit,27
frozen vegetables,UHT-milk,27
dessert,ham,27
coffee,cat food,27
soda,frozen potato products,27
chocolate,oil,27
newspapers,berries,27
seasonal products,rolls/buns,27
specialty bar,citrus fruit,27
pork,meat,27
butter,herbs,27
pip fruit,meat,27
cream cheese,chicken,27
potted plants,soda,27
specialty chocolate,whipped/sour cream,27
pastry,soft cheese,27
chocolate,chicken,27
hygiene articles,chocolate,27
soda,soft cheese,27
dishes,napkins,27
kitchen towels,whole milk,27
salt,root vegetables,27
house keeping products,other vegetables,27
semi-finished bread,pip fruit,27
frozen dessert,tropical fruit,26
candy,salty snack,26
napkins,hamburger meat,26
candy,domestic eggs,26
tropical fruit,turkey,26
processed cheese,yogurt,26
hygiene articles,oil,26
ice cream,whipped/sour cream,26
canned vegetables,root vegetables,26
shopping bags,red/blush wine,26
bottled water,packaged fruit/vegetables,26
hygiene articles,sugar,26
brown bread,ham,26
sliced cheese,ham,26
frozen fish,root vegetables,26
bottled beer,frozen meals,26
dessert,beef,26
pet care,whole milk,26
vinegar,whole milk,26
candy,white bread,26
margarine,berries,26
frozen potato products,other vegetables,26
soft cheese,citrus fruit,26
coffee,butter milk,26
canned beer,bottled beer,26
specialty bar,fruit/vegetable juice,26
seasonal products,soda,26
white wine,whole milk,26
rolls/buns,packaged fruit/vegetables,26
white wine,rolls/buns,26
oil,curd,26
margarine,ham,26
pickled vegetables,frozen vegetables,26
canned fish,root vegetables,26
salty snack,beef,26
pastry,meat,26
newspapers,semi-finished bread,26
popcorn,whole milk,26
bottled water,ice cream,26
berries,grapes,26
specialty chocolate,fruit/vegetable juice,26
mustard,tropical fruit,26
candy,long life bakery product,26
cat food,domestic eggs,26
long life bakery product,frozen meals,26
condensed milk,other vegetables,25
hygiene articles,hamburger meat,25
grapes,beef,25
oil,frankfurter,25
frozen vegetables,herbs,25
detergent,sausage,25
coffee,berries,25
coffee,onions,25
red/blush wine,canned beer,25
waffles,canned beer,25
ham,frankfurter,25
baking powder,pip fruit,25
frozen fish,tropical fruit,25
white bread,frozen meals,25
shopping bags,detergent,25
coffee,condensed milk,25
newspapers,hard cheese,25
bottled water,semi-finished bread,25
yogurt,packaged fruit/vegetables,25
mustard,frankfurter,25
salty snack,white bread,25
mayonnaise,root vegetables,25
coffee,sliced cheese,25
root vegetables,turkey,25
soda,frozen dessert,25
red/blush wine,tropical fruit,25
red/blush wine,root vegetables,25
napkins,UHT-milk,25
salty snack,canned beer,25
misc. beverages,butter,25
curd,onions,25
napkins,ham,25
chocolate,frozen vegetables,25
flour,pastry,25
sugar,chicken,25
frozen vegetables,berries,25
white bread,chicken,25
potted plants,fruit/vegetable juice,25
potted plants,bottled water,25
newspapers,frozen meals,25
salty snack,cream cheese,25
shopping bags,seasonal products,25
cling film/bags,yogurt,25
shopping bags,liquor,25
detergent,pip fruit,25
dessert,hamburger meat,25
chewing gum,tropical fruit,25
soda,sweet spreads,25
semi-finished bread,citrus fruit,24
condensed milk,whole milk,24
bottled beer,UHT-milk,24
frozen dessert,root vegetables,24
sweet spreads,other vegetables,24
fruit/vegetable juice,semi-finished bread,24
napkins,oil,24
pickled vegetables,pip fruit,24
chocolate,berries,24
specialty chocolate,domestic eggs,24
fruit/vegetable juice,flour,24
onions,hamburger meat,24
chocolate,hamburger meat,24
red/blush wine,sausage,24
pasta,butter,24
oil,chicken,24
chewing gum,sausage,24
canned beer,dessert,24
baking powder,frozen vegetables,24
curd,ham,24
cream cheese,sliced cheese,24
herbs,pip fruit,24
semi-finished bread,whipped/sour cream,24
candy,curd,24
butter,grapes,24
pasta,rolls/buns,24
rolls/buns,frozen fish,24
pickled vegetables,domestic eggs,24
vinegar,other vegetables,24
soft cheese,beef,24
hygiene articles,canned beer,24
cat food,pork,24
soda,mayonnaise,24
processed cheese,butter,24
salty snack,frozen meals,24
sliced cheese,butter milk,24
newspapers,ham,24
soda,instant coffee,24
liquor (appetizer),soda,24
salty snack,brown bread,24
dish cleaner,soda,24
curd,herbs,24
fruit/vegetable juice,pickled vegetables,24
canned fish,tropical fruit,24
white bread,onions,24
specialty chocolate,brown bread,24
margarine,onions,24
cake bar,yogurt,24
shopping bags,grapes,24
cat food,butter,24
napkins,meat,24
newspapers,beverages,24
red/blush wine,yogurt,24
napkins,specialty chocolate,24
bottled beer,chicken,24
specialty chocolate,sausage,24
baking powder,sausage,24
chocolate,grapes,24
salty snack,sugar,24
chocolate,sugar,24
spread cheese,sausage,24
cream cheese,hamburger meat,24
dish cleaner,yogurt,24
cat food,pip fruit,24
specialty chocolate,long life bakery product,24
white wine,sausage,24
hygiene articles,white bread,24
chocolate marshmallow,soda,24
ice cream,pip fruit,24
rice,yogurt,23
specialty bar,sausage,23
waffles,brown bread,23
UHT-milk,butter,23
UHT-milk,curd,23
specialty chocolate,citrus fruit,23
coffee,frozen meals,23
frozen vegetables,hard cheese,23
detergent,citrus fruit,23
photo/film,whole milk,23
cling film/bags,soda,23
Instant food products,rolls/buns,23
sliced cheese,frankfurter,23
frozen meals,curd,23
beverages,whipped/sour cream,23
dish cleaner,other vegetables,23
coffee,pickled vegetables,23
dessert,chicken,23
pasta,pip fruit,23
pasta,whipped/sour cream,23
mustard,yogurt,23
pickled vegetables,beef,23
cleaner,whole milk,23
chocolate,misc. beverages,23
processed cheese,pip fruit,23
curd cheese,whole milk,23
cat food,curd,23
coffee,dessert,23
chewing gum,yogurt,23
salty snack,ice cream,23
specialty bar,salty snack,23
semi-finished bread,root vegetables,23
candy,pip fruit,23
soda,mustard,23
candles,other vegetables,23
seasonal products,tropical fruit,23
bottled water,processed cheese,23
canned fish,brown bread,23
specialty chocolate,beef,23
yogurt,turkey,23
oil,brown bread,23
soda,baking powder,23
shopping bags,herbs,23
napkins,frozen meals,23
long life bakery product,bottled beer,23
detergent,pastry,23
candy,specialty chocolate,23
fruit/vegetable juice,cat food,23
chicken,meat,23
specialty bar,white bread,23
detergent,bottled water,23
mustard,sausage,23
flour,pip fruit,23
chocolate,frozen meals,23
flour,butter,22
candy,brown bread,22
bottled water,spread cheese,22
newspapers,butter milk,22
fruit/vegetable juice,baking powder,22
chocolate marshmallow,rolls/buns,22
chocolate,onions,22
pasta,tropical fruit,22
detergent,butter,22
grapes,pork,22
hard cheese,frankfurter,22
misc. beverages,sausage,22
misc. beverages,citrus fruit,22
hygiene articles,cream cheese,22
canned beer,misc. beverages,22
soft cheese,frankfurter,22
frozen vegetables,soft cheese,22
napkins,grapes,22
bottled beer,ham,22
popcorn,salty snack,22
salty snack,dessert,22
white wine,bottled beer,22
soft cheese,curd,22
cream cheese,ham,22
white bread,sliced cheese,22
waffles,frozen meals,22
waffles,bottled beer,22
dessert,berries,22
sugar,UHT-milk,22
dish cleaner,rolls/buns,22
salt,yogurt,22
newspapers,candy,22
bottled beer,misc. beverages,22
detergent,margarine,22
salty snack,hamburger meat,22
rolls/buns,condensed milk,22
sweet spreads,yogurt,22
napkins,specialty bar,22
roll products,yogurt,22
semi-finished bread,frozen vegetables,22
sugar,berries,22
frozen potato products,yogurt,22
kitchen towels,other vegetables,22
white wine,other vegetables,22
hard cheese,pork,22
frozen meals,pork,22
candy,frankfurter,22
misc. beverages,frozen vegetables,22
coffee,meat,22
potted plants,pastry,22
frozen vegetables,sliced cheese,22
brown bread,grapes,22
domestic eggs,butter milk,22
UHT-milk,chicken,22
potted plants,root vegetables,22
margarine,soft cheese,22
instant coffee,whole milk,22
brown bread,hard cheese,22
newspapers,pickled vegetables,22
sugar,oil,22
specialty chocolate,salty snack,22
canned fish,pastry,22
candy,pork,22
dog food,other vegetables,22
chewing gum,pip fruit,22
berries,frankfurter,22
dishes,citrus fruit,21
dishes,bottled water,21
cereals,yogurt,21
hard cheese,curd,21
beef,ham,21
newspapers,red/blush wine,21
candles,margarine,21
canned vegetables,rolls/buns,21
softener,whole milk,21
processed cheese,citrus fruit,21
bottled beer,hamburger meat,21
dishes,soda,21
misc. beverages,pip fruit,21
frozen vegetables,ham,21
coffee,soft cheese,21
frozen fish,pip fruit,21
shopping bags,spread cheese,21
herbs,pork,21
beverages,citrus fruit,21
bottled beer,meat,21
sliced cheese,beef,21
salt,whipped/sour cream,21
salt,rolls/buns,21
canned vegetables,citrus fruit,21
napkins,misc. beverages,21
grapes,frankfurter,21
specialty bar,root vegetables,21
waffles,chicken,21
specialty cheese,root vegetables,21
oil,dessert,21
canned beer,beef,21
candy,chicken,21
instant coffee,yogurt,21
chocolate,hard cheese,21
soda,pet care,21
curd cheese,other vegetables,21
hygiene articles,waffles,21
candy,frozen vegetables,21
long life bakery product,butter milk,21
fruit/vegetable juice,ice cream,21
salty snack,berries,21
roll products,rolls/buns,21
sliced cheese,dessert,21
chocolate,butter milk,21
soda,packaged fruit/vegetables,21
hygiene articles,berries,21
butter milk,pork,21
sauces,whole milk,21
potted plants,pip fruit,21
margarine,frozen fish,21
potted plants,citrus fruit,21
pastry,ice cream,21
red/blush wine,liquor,21
salty snack,chicken,21
cake bar,sausage,21
butter milk,butter,21
candy,canned beer,21
specialty chocolate,pip fruit,21
specialty bar,pip fruit,21
fruit/vegetable juice,pasta,21
domestic eggs,herbs,21
domestic eggs,processed cheese,21
waffles,UHT-milk,21
specialty bar,long life bakery product,21
margarine,hard cheese,21
soda,condensed milk,21
specialty chocolate,waffles,21
frozen vegetables,butter milk,21
mayonnaise,sausage,21
whole milk,liver loaf,21
frozen vegetables,meat,21
white bread,meat,21
bottled water,soft cheese,21
hygiene articles,long life bakery product,21
cream cheese,onions,21
cling film/bags,coffee,21
shopping bags,pickled vegetables,21
long life bakery product,berries,21
liquor,soda,21
margarine,semi-finished bread,20
sweet spreads,root vegetables,20
semi-finished bread,curd,20
napkins,chewing gum,20
rolls/buns,frozen potato products,20
oil,frozen vegetables,20
hard cheese,onions,20
curd,grapes,20
other vegetables,finished products,20
cream cheese,soft cheese,20
cereals,other vegetables,20
spread cheese,tropical fruit,20
bottled water,mustard,20
hygiene articles,onions,20
canned beer,curd,20
candy,cream cheese,20
cat food,brown bread,20
butter milk,berries,20
cream cheese,berries,20
margarine,butter milk,20
cake bar,pastry,20
processed cheese,frankfurter,20
white bread,berries,20
hard cheese,hamburger meat,20
dental care,other vegetables,20
ice cream,sausage,20
semi-finished bread,frankfurter,20
white bread,butter milk,20
long life bakery product,ham,20
red/blush wine,pastry,20
frozen fish,pork,20
white wine,yogurt,20
domestic eggs,grapes,20
bottled water,pasta,20
margarine,processed cheese,20
herbs,chicken,20
chocolate marshmallow,other vegetables,20
flour,pork,20
female sanitary products,whole milk,20
frozen meals,beef,20
margarine,meat,20
specialty chocolate,bottled beer,20
hard cheese,sliced cheese,20
long life bakery product,sugar,20
canned fish,cream cheese,20
detergent,frankfurter,20
white bread,hard cheese,20
shopping bags,mustard,20
hygiene articles,cat food,20
chewing gum,fruit/vegetable juice,20
pickled vegetables,margarine,20
